File,Quality,Inteligibility
vits_8680-0005.wav,3.32,0.90
vits_2959-0019.wav,3.70,0.98
vits_6601-0004.wav,3.45,0.95
vits_7028-0027.wav,3.49,0.97
vits_3369-0001.wav,4.33,0.99
vits_12865-0012.wav,3.35,0.96
vits_5888-0004.wav,3.77,0.98
vits_4367-0022.wav,3.51,0.96
vits_7028-0012.wav,3.78,0.98
vits_6700-0029.wav,3.87,0.98
vits_9217-0020.wav,4.04,0.99
vits_9217-0015.wav,3.70,0.98
vits_12865-0027.wav,3.82,0.98
vits_4783-0022.wav,3.32,0.95
vits_7028-0026.wav,3.54,0.97
vits_4367-0019.wav,4.04,0.98
vits_3976-0012.wav,3.70,0.98
vits_12249-0017.wav,4.37,0.99
vits_5103-0012.wav,3.83,0.98
vits_3369-0012.wav,3.66,0.98
vits_12249-0015.wav,4.02,0.99
vits_6700-0027.wav,3.70,0.97
vits_2959-0026.wav,4.08,0.99
vits_5068-0021.wav,3.69,0.97
vits_9217-0012.wav,3.83,0.98
vits_5025-0024.wav,3.51,0.95
vits_7028-0002.wav,3.40,0.96
vits_10670-0029.wav,3.59,0.96
vits_5103-0024.wav,3.92,0.98
vits_6700-0001.wav,4.45,1.00
vits_5705-0015.wav,3.71,0.97
vits_3814-0021.wav,3.46,0.96
vits_6581-0005.wav,3.56,0.97
vits_3976-0029.wav,4.09,0.99
vits_12249-0016.wav,3.91,0.98
vits_5068-0025.wav,4.06,0.99
vits_2961-0020.wav,3.56,0.97
vits_5068-0020.wav,3.59,0.97
vits_6601-0002.wav,3.40,0.96
vits_6700-0007.wav,3.79,0.98
vits_4783-0023.wav,3.79,0.98
vits_3369-0015.wav,3.81,0.97
vits_5888-0020.wav,3.47,0.97
vits_2961-0000.wav,4.02,0.99
vits_8680-0020.wav,3.81,0.98
vits_3814-0020.wav,4.11,0.98
vits_10199-0001.wav,3.62,0.97
vits_5068-0018.wav,3.61,0.96
vits_5068-0003.wav,3.67,0.96
vits_3814-0007.wav,4.21,0.99
vits_10107-0018.wav,4.13,0.99
vits_6581-0021.wav,3.79,0.98
vits_6207-0009.wav,3.85,0.98
vits_3814-0027.wav,4.27,0.99
vits_5705-0001.wav,3.63,0.97
vits_4801-0008.wav,4.02,0.99
vits_4367-0016.wav,3.61,0.96
vits_5025-0000.wav,3.72,0.97
vits_5677-0025.wav,3.86,0.98
vits_5103-0020.wav,3.83,0.97
vits_5103-0009.wav,3.99,0.99
vits_3814-0016.wav,4.00,0.98
vits_4367-0026.wav,3.81,0.98
vits_6700-0023.wav,3.64,0.98
vits_12865-0024.wav,3.92,0.98
vits_9351-0029.wav,3.29,0.95
vits_9351-0019.wav,3.96,0.98
vits_4801-0023.wav,3.58,0.96
vits_3427-0026.wav,4.00,0.99
vits_5705-0007.wav,3.79,0.98
vits_8680-0011.wav,3.29,0.95
vits_5025-0001.wav,4.18,0.99
vits_10199-0024.wav,3.47,0.95
vits_10670-0000.wav,3.36,0.94
vits_4778-0018.wav,4.16,0.99
vits_12865-0011.wav,3.90,0.98
vits_4783-0013.wav,3.64,0.98
vits_2959-0020.wav,3.63,0.97
vits_12865-0010.wav,3.26,0.95
vits_3976-0004.wav,3.86,0.98
vits_4778-0025.wav,4.05,0.99
vits_12865-0025.wav,3.24,0.95
vits_9485-0020.wav,3.73,0.98
vits_4783-0021.wav,3.93,0.98
vits_8680-0008.wav,3.53,0.97
vits_8680-0017.wav,3.30,0.93
vits_3369-0000.wav,3.66,0.97
vits_4783-0018.wav,3.89,0.98
vits_5103-0007.wav,3.94,0.98
vits_3369-0008.wav,3.92,0.98
vits_10670-0002.wav,3.45,0.95
vits_8680-0002.wav,3.35,0.95
vits_6207-0011.wav,3.22,0.92
vits_5025-0006.wav,3.77,0.98
vits_9485-0015.wav,3.72,0.98
vits_6700-0008.wav,3.85,0.98
vits_3976-0001.wav,3.90,0.99
vits_4783-0005.wav,3.59,0.97
vits_4778-0002.wav,3.73,0.97
vits_6601-0023.wav,3.65,0.97
